ID,date,b3001,b3002,b3003,b3004,b3005,b3006,b3007,b3008,b3009,b3010,b3011,b3012,b3013,location
59,10/18/2016 11:06,-200,-75,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,K03
60,10/18/2016 11:06,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,K03
61,10/18/2016 11:06,-200,-76,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,L03
62,10/18/2016 11:05,-200,-76,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,L03
63,10/18/2016 11:05,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,L03
64,10/18/2016 11:05,-200,-77,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,L03
65,10/18/2016 11:05,-200,-75,-75,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,L03
66,10/18/2016 11:05,-200,-78,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,L03
67,10/18/2016 11:05,-200,-200,-65,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,M03
68,10/18/2016 11:05,-200,-200,-66,-200,-80,-75,-200,-200,-200,-200,-200,-200,-200,M03
69,10/18/2016 11:05,-200,-200,-64,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,M03
70,10/18/2016 11:05,-200,-200,-64,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,M03
71,10/18/2016 11:05,-200,-200,-70,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,M03
72,10/18/2016 11:05,-200,-200,-74,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,M03
73,10/18/2016 11:05,-200,-200,-70,-200,-81,-77,-200,-200,-200,-200,-200,-200,-200,N03
74,10/18/2016 11:05,-200,-200,-72,-200,-82,-75,-200,-200,-200,-200,-200,-200,-200,N03
75,10/18/2016 11:05,-200,-200,-75,-82,-200,-74,-200,-200,-200,-200,-200,-200,-200,N03
76,10/18/2016 11:05,-200,-200,-69,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,N03
77,10/18/2016 11:05,-200,-200,-71,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,N03
78,10/18/2016 11:05,-200,-200,-81,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,N03
79,10/18/2016 11:05,-200,-200,-76,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,O03
80,10/18/2016 11:05,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,O03
81,10/18/2016 11:05,-200,-200,-78,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,O03
82,10/18/2016 11:05,-200,-200,-82,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,P03
83,10/18/2016 11:05,-200,-200,-80,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,P03
84,10/18/2016 11:05,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,P03
85,10/18/2016 11:05,-200,-200,-82,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,P03
86,10/18/2016 11:05,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,P03
87,10/18/2016 11:05,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,P03
88,10/18/2016 11:05,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,Q03
89,10/18/2016 11:05,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,Q03
90,10/18/2016 11:05,-200,-200,-82,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,Q03
91,10/18/2016 11:05,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,Q03
92,10/18/2016 11:04,-200,-200,-79,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,Q03
93,10/18/2016 11:04,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,Q03
94,10/18/2016 11:04,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,Q03
95,10/18/2016 11:04,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,Q03
96,10/18/2016 11:04,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,Q03
97,10/18/2016 11:04,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,R03
98,10/18/2016 11:04,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,R03
99,10/18/2016 11:04,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,R03
100,10/18/2016 11:04,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,R03
101,10/18/2016 11:04,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,R03
102,10/18/2016 11:04,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,R03
103,10/18/2016 11:04,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,S03
104,10/18/2016 11:04,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,T03
105,10/18/2016 11:04,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,T03
106,10/18/2016 11:04,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,T03
107,10/18/2016 11:04,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,U03
108,10/18/2016 11:04,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,U03
109,10/18/2016 11:04,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,U03
110,10/18/2016 11:04,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,U03
111,10/18/2016 11:04,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,U03
112,10/18/2016 11:04,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,U03
113,10/18/2016 11:04,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,U03
114,10/18/2016 11:04,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,U04
115,10/18/2016 11:04,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,U04
116,10/18/2016 11:04,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,U04
117,10/18/2016 11:04,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,T04
118,10/18/2016 11:04,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200,T04
119,10/18/2016 11:04,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,T04
120,10/18/2016 11:04,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,T04
121,10/18/2016 11:04,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,T04
122,10/18/2016 11:03,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,T04
123,10/18/2016 11:03,-200,-200,-200,-61,-200,-200,-200,-200,-200,-200,-200,-200,-200,S04
124,10/18/2016 11:03,-200,-200,-200,-59,-200,-200,-200,-200,-200,-200,-200,-200,-200,S04
125,10/18/2016 11:03,-200,-200,-81,-62,-200,-200,-200,-200,-200,-200,-200,-200,-200,S04
126,10/18/2016 11:03,-200,-200,-80,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,S04
127,10/18/2016 11:03,-200,-200,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,S04
128,10/18/2016 11:03,-200,-200,-200,-61,-200,-200,-200,-200,-200,-200,-200,-200,-200,S04
129,10/18/2016 11:03,-200,-200,-81,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,R04
130,10/18/2016 11:03,-200,-200,-80,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,R04
131,10/18/2016 11:03,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,R04
132,10/18/2016 11:03,-200,-200,-76,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,R04
133,10/18/2016 11:03,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,R04
134,10/18/2016 11:03,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,Q04
135,10/18/2016 11:03,-200,-200,-75,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,Q04
136,10/18/2016 11:03,-200,-200,-76,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,Q04
137,10/18/2016 11:03,-200,-78,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,Q04
138,10/18/2016 11:03,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,Q04
139,10/18/2016 11:03,-200,-78,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,Q04
140,10/18/2016 11:03,-200,-200,-75,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,Q04
141,10/18/2016 11:03,-200,-78,-73,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,Q04
142,10/18/2016 11:03,-200,-79,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,P04
143,10/18/2016 11:03,-200,-80,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,P04
144,10/18/2016 11:03,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,P04
145,10/18/2016 11:03,-200,-79,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,P04
146,10/18/2016 11:03,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,O04
147,10/18/2016 11:03,-200,-77,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,O04
148,10/18/2016 11:03,-200,-76,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,O04
149,10/18/2016 11:03,-200,-79,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,O04
150,10/18/2016 11:03,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,O04
151,10/18/2016 11:03,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,O04
152,10/18/2016 11:02,-200,-76,-67,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,O04
153,10/18/2016 11:02,-200,-80,-62,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,O04
154,10/18/2016 11:02,-200,-76,-63,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,O04
155,10/18/2016 11:02,-200,-72,-57,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,O04
156,10/18/2016 11:02,-200,-76,-64,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,O04
157,10/18/2016 11:02,-200,-76,-61,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,O04
158,10/18/2016 11:02,-200,-80,-61,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,N04
159,10/18/2016 11:02,-200,-80,-61,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,N04
160,10/18/2016 11:02,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,N04
161,10/18/2016 11:02,-200,-75,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,N04
162,10/18/2016 11:02,-200,-74,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,N04
163,10/18/2016 11:02,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,M04
164,10/18/2016 11:02,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,M04
165,10/18/2016 11:02,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,M04
166,10/18/2016 11:02,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,M04
167,10/18/2016 11:02,-200,-80,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,M04
168,10/18/2016 11:02,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,M04
169,10/18/2016 11:02,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,M04
170,10/18/2016 11:02,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,M04
171,10/18/2016 11:02,-200,-71,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,M04
172,10/18/2016 11:02,-200,-71,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,L04
173,10/18/2016 11:02,-200,-70,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,L04
174,10/18/2016 11:02,-200,-63,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,L04
175,10/18/2016 11:02,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,L04
176,10/18/2016 11:02,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,L04
177,10/18/2016 11:02,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,L04
178,10/18/2016 11:02,-200,-69,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,L04
179,10/18/2016 11:02,-200,-200,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,L04
180,10/18/2016 11:02,-200,-66,-82,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,K04
181,10/18/2016 11:02,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,K04
182,10/18/2016 11:01,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,K04
183,10/18/2016 11:01,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,K04
184,10/18/2016 11:01,-200,-61,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,K04
185,10/18/2016 11:01,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,K04
186,10/18/2016 11:01,-200,-62,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,K04
187,10/18/2016 11:01,-200,-63,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,K04
188,10/18/2016 11:01,-200,-67,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,K04
189,10/18/2016 11:01,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,K04
190,10/18/2016 11:01,-200,-65,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,K04
191,10/18/2016 11:01,-200,-65,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,K04
192,10/18/2016 11:01,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,J04
193,10/18/2016 11:01,-200,-69,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,J04
194,10/18/2016 11:01,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,J04
195,10/18/2016 11:01,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,J04
196,10/18/2016 11:01,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,J04
197,10/18/2016 11:01,-200,-75,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,J04
198,10/18/2016 11:01,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,J04
199,10/18/2016 11:01,-200,-74,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,J04
200,10/18/2016 11:01,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,I04
201,10/18/2016 11:01,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,I04
202,10/18/2016 11:01,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,I04
203,10/18/2016 11:01,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,I04
204,10/18/2016 11:01,-75,-198,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,I04
205,10/18/2016 11:01,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,I05
206,10/18/2016 11:01,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,I05
207,10/18/2016 11:01,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,I05
208,10/18/2016 11:01,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,I05
209,10/18/2016 11:01,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,I05
210,10/18/2016 11:01,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,I05
211,10/18/2016 11:01,-200,-63,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,J05
212,10/18/2016 11:00,-200,-64,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,J05
213,10/18/2016 11:00,-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,J05
214,10/18/2016 11:00,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,J05
215,10/18/2016 11:00,-200,-66,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200,J05
216,10/18/2016 11:00,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,J05
217,10/18/2016 11:00,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,K05
218,10/18/2016 11:00,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,K05
219,10/18/2016 11:00,-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,K05
220,10/18/2016 11:00,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,K05
221,10/18/2016 11:00,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,K05
222,10/18/2016 11:00,-200,-77,-200,-78,-200,-76,-200,-200,-200,-200,-200,-200,-200,K05
223,10/18/2016 11:00,-200,-80,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,K05
224,10/18/2016 11:00,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,L05
225,10/18/2016 11:00,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,L05
226,10/18/2016 11:00,-200,-76,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,L05
227,10/18/2016 11:00,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,L05
228,10/18/2016 11:00,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,L05
229,10/18/2016 11:00,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,M05
230,10/18/2016 11:00,-200,-80,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,M05
231,10/18/2016 11:00,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,M05
232,10/18/2016 11:00,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,M05
233,10/18/2016 11:00,-200,-200,-200,-77,-200,-77,-200,-200,-200,-200,-200,-200,-200,M05
234,10/18/2016 11:00,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,N05
235,10/18/2016 11:00,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,N05
236,10/18/2016 11:00,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,N05
237,10/18/2016 11:00,-200,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,N05
238,10/18/2016 11:00,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,N05
239,10/18/2016 11:00,-200,-200,-200,-79,-82,-200,-200,-200,-200,-200,-200,-200,-200,N05
240,10/18/2016 11:00,-200,-200,-200,-80,-200,-76,-200,-200,-200,-200,-200,-200,-200,O05
241,10/18/2016 11:00,-200,-200,-200,-79,-200,-77,-200,-200,-200,-200,-200,-200,-200,O05
242,10/18/2016 10:59,-200,-200,-200,-73,-200,-80,-200,-200,-200,-200,-200,-200,-200,O05
243,10/18/2016 10:59,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,O05
244,10/18/2016 10:59,-200,-200,-200,-81,-200,-73,-200,-200,-200,-200,-200,-200,-200,O05
245,10/18/2016 10:59,-200,-200,-200,-78,-200,-74,-200,-200,-200,-200,-200,-200,-200,O05
246,10/18/2016 10:59,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,O05
247,10/18/2016 10:59,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,O05
248,10/18/2016 10:59,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,O05
249,10/18/2016 10:59,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,O05
250,10/18/2016 10:59,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,O05
251,10/18/2016 10:59,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,O05
252,10/18/2016 10:59,-200,-200,-200,-76,-200,-78,-200,-200,-200,-200,-200,-200,-200,P05
