age,sex,bmi,children,smoker,region,charges
0,0,0,0,0,0,9855.1314
0,0,0,0,0,0,22331.5668
0,0,0,0,0,0,48549.17835
0,0,0,0,0,0,4237.12655
0,0,0,0,0,0,11879.10405
0,0,0,0,0,0,9625.92
0,0,0,0,0,0,7742.1098
0,0,0,0,0,0,9432.9253
0,0,0,0,0,0,14256.1928
0,0,0,0,0,0,47896.79135
0,0,0,0,0,0,25992.82104
0,0,0,0,0,0,3172.018
0,0,0,0,0,0,20277.80751
0,0,0,0,0,0,42112.2356
0,0,0,0,0,0,2156.7518
0,0,0,0,0,0,3906.127
0,0,0,0,0,0,1704.5681
0,0,0,0,0,0,16297.846
0,0,0,0,0,0,21978.6769
0,0,0,0,0,0,38746.3551
0,0,0,0,0,0,9249.4952
0,0,0,0,0,0,6746.7425
0,0,0,0,0,0,24873.3849
0,0,0,0,0,0,12265.5069
0,0,0,0,0,0,4349.462
0,0,0,0,0,0,12646.207
0,0,0,0,0,0,19442.3535
0,0,0,0,0,0,20177.67113
0,0,0,0,0,0,4151.0287
0,0,0,0,0,0,11944.59435
0,0,0,0,0,0,7749.1564
0,0,0,0,0,0,8444.474
0,0,0,0,0,0,1737.376
0,0,0,0,0,0,42124.5153
0,0,0,0,0,0,8124.4084
0,0,0,0,0,0,34838.873
0,0,0,0,0,0,9722.7695
0,0,0,0,0,0,8835.26495
0,0,0,0,0,0,10435.06525
0,0,0,0,0,0,7421.19455
0,0,0,0,0,0,4667.60765
0,0,0,0,0,0,4894.7533
0,0,0,0,0,0,24671.66334
0,0,0,0,0,0,35491.64
0,0,0,0,0,0,11566.30055
0,0,0,0,0,0,2866.091
0,0,0,0,0,0,6600.20595
0,0,0,0,0,0,3561.8889
0,0,0,0,0,0,42760.5022
0,0,0,0,0,0,47928.03
0,0,0,0,0,0,9144.565
0,0,0,0,0,0,48517.56315
0,0,0,0,0,0,24393.6224
0,0,0,0,0,0,13429.0354
0,0,0,0,0,0,11658.37915
0,0,0,0,0,0,19144.57652
0,0,0,0,0,0,13822.803
0,0,0,0,0,0,12142.5786
0,0,0,0,0,0,13937.6665
0,0,0,0,0,0,41919.097
0,0,0,0,0,0,8232.6388
0,0,0,0,0,0,18955.22017
0,0,0,0,0,0,13352.0998
0,0,0,0,0,0,13217.0945
0,0,0,0,0,0,13981.85035
0,0,0,0,0,0,10977.2063
0,0,0,0,0,0,6184.2994
0,0,0,0,0,0,4889.9995
0,0,0,0,0,0,8334.45755
0,0,0,0,0,0,5478.0368
0,0,0,0,0,0,1635.73365
0,0,0,0,0,0,11830.6072
0,0,0,0,0,0,8932.084
0,0,0,0,0,0,3554.203
0,0,0,0,0,0,12404.8791
0,0,0,0,0,0,14133.03775
0,0,0,0,0,0,24603.04837
0,0,0,0,0,0,8944.1151
0,0,0,0,0,0,9620.3307
0,0,0,0,0,0,1837.2819
0,0,0,0,0,0,1607.5101
0,0,0,0,0,0,10043.249
0,0,0,0,0,0,4751.07
0,0,0,0,0,0,13844.506
0,0,0,0,0,0,2597.779
0,0,0,0,0,0,3180.5101
0,0,0,0,0,0,9778.3472
0,0,0,0,0,0,13430.265
0,0,0,0,0,0,8017.06115
0,0,0,0,0,0,8116.26885
0,0,0,0,0,0,3481.868
0,0,0,0,0,0,13415.0381
0,0,0,0,0,0,12029.2867
0,0,0,0,0,0,7639.41745
0,0,0,0,0,0,36085.219
0,0,0,0,0,0,1391.5287
0,0,0,0,0,0,18033.9679
0,0,0,0,0,0,21659.9301
0,0,0,0,0,0,38126.2465
0,0,0,0,0,0,16455.70785
0,0,0,0,0,0,27000.98473
0,0,0,0,0,0,15006.57945
0,0,0,0,0,0,42303.69215
0,0,0,0,0,0,20781.48892
0,0,0,0,0,0,5846.9176
0,0,0,0,0,0,8302.53565
0,0,0,0,0,0,1261.859
0,0,0,0,0,0,11856.4115
0,0,0,0,0,0,30284.64294
0,0,0,0,0,0,3176.8159
0,0,0,0,0,0,4618.0799
0,0,0,0,0,0,10736.87075
0,0,0,0,0,0,2138.0707
0,0,0,0,0,0,8964.06055
0,0,0,0,0,0,9290.1395
0,0,0,0,0,0,9411.005
0,0,0,0,0,0,7526.70645
0,0,0,0,0,0,8522.003
0,0,0,0,0,0,16586.49771
0,0,0,0,0,0,14988.432
0,0,0,0,0,0,1631.6683
0,0,0,0,0,0,9264.797
0,0,0,0,0,0,8083.9198
0,0,0,0,0,0,14692.66935
0,0,0,0,0,0,10269.46
0,0,0,0,0,0,3260.199
0,0,0,0,0,0,11396.9002
0,0,0,0,0,0,4185.0979
0,0,0,0,0,0,8539.671
0,0,0,0,0,0,6652.5288
0,0,0,0,0,0,4074.4537
0,0,0,0,0,0,1621.3402
0,0,0,0,0,0,19594.80965
0,0,0,0,0,0,14455.64405
0,0,0,0,0,0,5080.096
0,0,0,0,0,0,2134.9015
0,0,0,0,0,0,7345.7266
0,0,0,0,0,0,9140.951
0,0,0,0,0,0,18608.262
0,0,0,0,0,0,14418.2804
0,0,0,0,0,0,28950.4692
0,0,0,0,0,0,46889.2612
0,0,0,0,0,0,46599.1084
0,0,0,0,0,0,39125.33225
0,0,0,0,0,0,2727.3951
0,0,0,0,0,0,8968.33
0,0,0,0,0,0,9788.8659
0,0,0,0,0,0,6555.07035
0,0,0,0,0,0,7323.734819
0,0,0,0,0,0,3167.45585
0,0,0,0,0,0,18804.7524
0,0,0,0,0,0,23082.95533
0,0,0,0,0,0,4906.40965
0,0,0,0,0,0,5969.723
0,0,0,0,0,0,12638.195
0,0,0,0,0,0,4243.59005
0,0,0,0,0,0,13919.8229
0,0,0,0,0,0,2254.7967
0,0,0,0,0,0,5926.846
0,0,0,0,0,0,12592.5345
0,0,0,0,0,0,2897.3235
0,0,0,0,0,0,4738.2682
0,0,0,0,0,0,37079.372
0,0,0,0,0,0,1149.3959
0,0,0,0,0,0,28287.89766
0,0,0,0,0,0,26109.32905
0,0,0,0,0,0,7345.084
0,0,0,0,0,0,12730.9996
0,0,0,0,0,0,11454.0215
0,0,0,0,0,0,5910.944
0,0,0,0,0,0,4762.329
0,0,0,0,0,0,7512.267
0,0,0,0,0,0,4032.2407
0,0,0,0,0,0,1969.614
0,0,0,0,0,0,1769.53165
0,0,0,0,0,0,4686.3887
0,0,0,0,0,0,21797.0004
0,0,0,0,0,0,11881.9696
0,0,0,0,0,0,11840.77505
0,0,0,0,0,0,10601.412
0,0,0,0,0,0,7682.67
0,0,0,0,0,0,10381.4787
0,0,0,0,0,0,22144.032
0,0,0,0,0,0,15230.32405
0,0,0,0,0,0,11165.41765
0,0,0,0,0,0,1632.03625
0,0,0,0,0,0,19521.9682
0,0,0,0,0,0,13224.693
0,0,0,0,0,0,12643.3778
0,0,0,0,0,0,23288.9284
0,0,0,0,0,0,2201.0971
0,0,0,0,0,0,2497.0383
0,0,0,0,0,0,2203.47185
0,0,0,0,0,0,1744.465
0,0,0,0,0,0,20878.78443
0,0,0,0,0,0,25382.297
0,0,0,0,0,0,28868.6639
0,0,0,0,0,0,35147.52848
0,0,0,0,0,0,2534.39375
0,0,0,0,0,0,1534.3045
0,0,0,0,0,0,1824.2854
0,0,0,0,0,0,15555.18875
0,0,0,0,0,0,9304.7019
0,0,0,0,0,0,1622.1885
0,0,0,0,0,0,9880.068
0,0,0,0,0,0,9563.029
0,0,0,0,0,0,4347.02335
0,0,0,0,0,0,12475.3513
0,0,0,0,0,0,1253.936
0,0,0,0,0,0,48885.13561
0,0,0,0,0,0,10461.9794
0,0,0,0,0,0,1748.774
0,0,0,0,0,0,24513.09126
0,0,0,0,0,0,2196.4732
0,0,0,0,0,0,12574.049
0,0,0,0,0,0,17942.106
0,0,0,0,0,0,1967.0227
0,0,0,0,0,0,4931.647
0,0,0,0,0,0,8027.968
0,0,0,0,0,0,8211.1002
0,0,0,0,0,0,13470.86
0,0,0,0,0,0,36197.699
0,0,0,0,0,0,6837.3687
0,0,0,0,0,0,22218.1149
0,0,0,0,0,0,32548.3405
0,0,0,0,0,0,5974.3847
0,0,0,0,0,0,6796.86325
0,0,0,0,0,0,2643.2685
0,0,0,0,0,0,3077.0955
0,0,0,0,0,0,3044.2133
0,0,0,0,0,0,11455.28
0,0,0,0,0,0,11763.0009
0,0,0,0,0,0,2498.4144
0,0,0,0,0,0,9361.3268
0,0,0,0,0,0,1256.299
0,0,0,0,0,0,21082.16
0,0,0,0,0,0,11362.755
0,0,0,0,0,0,27724.28875
0,0,0,0,0,0,8413.46305
0,0,0,0,0,0,5240.765
0,0,0,0,0,0,3857.75925
0,0,0,0,0,0,25656.57526
0,0,0,0,0,0,3994.1778
0,0,0,0,0,0,9866.30485
0,0,0,0,0,0,5397.6167
0,0,0,0,0,0,38245.59327
0,0,0,0,0,0,11482.63485
0,0,0,0,0,0,24059.68019
0,0,0,0,0,0,9861.025
0,0,0,0,0,0,8342.90875
0,0,0,0,0,0,1708.0014
0,0,0,0,0,0,48675.5177
0,0,0,0,0,0,14043.4767
0,0,0,0,0,0,12925.886
0,0,0,0,0,0,19214.70553
0,0,0,0,0,0,13831.1152
0,0,0,0,0,0,6067.12675
0,0,0,0,0,0,5972.378
0,0,0,0,0,0,8825.086
0,0,0,0,0,0,8233.0975
0,0,0,0,0,0,27346.04207
0,0,0,0,0,0,6196.448
0,0,0,0,0,0,3056.3881
0,0,0,0,0,0,13887.204
0,0,0,0,0,0,63770.42801
0,0,0,0,0,0,10231.4999
0,0,0,0,0,0,23807.2406
0,0,0,0,0,0,3268.84665
0,0,0,0,0,0,11538.421
0,0,0,0,0,0,3213.62205
0,0,0,0,0,0,45863.205
0,0,0,0,0,0,13390.559
0,0,0,0,0,0,3972.9247
0,0,0,0,0,0,12957.118
0,0,0,0,0,0,11187.6567
0,0,0,0,0,0,17878.90068
0,0,0,0,0,0,3847.674
0,0,0,0,0,0,8334.5896
0,0,0,0,0,0,3935.1799
0,0,0,0,0,0,39983.42595
0,0,0,0,0,0,1646.4297
0,0,0,0,0,0,9193.8385
0,0,0,0,0,0,10923.9332
0,0,0,0,0,0,2494.022
0,0,0,0,0,0,9058.7303
0,0,0,0,0,0,2801.2588
0,0,0,0,0,0,2128.43105
0,0,0,0,0,0,6373.55735
0,0,0,0,0,0,7256.7231
0,0,0,0,0,0,11552.904
0,0,0,0,0,0,45702.02235
0,0,0,0,0,0,3761.292
0,0,0,0,0,0,2219.4451
0,0,0,0,0,0,4753.6368
0,0,0,0,0,0,31620.00106
0,0,0,0,0,0,13224.05705
0,0,0,0,0,0,12222.8983
0,0,0,0,0,0,1664.9996
0,0,0,0,0,0,58571.07448
0,0,0,0,0,0,9724.53
0,0,0,0,0,0,3206.49135
0,0,0,0,0,0,12913.9924
0,0,0,0,0,0,1639.5631
0,0,0,0,0,0,6356.2707
0,0,0,0,0,0,17626.23951
0,0,0,0,0,0,1242.816
0,0,0,0,0,0,4779.6023
0,0,0,0,0,0,3861.20965
0,0,0,0,0,0,43943.8761
0,0,0,0,0,0,13635.6379
0,0,0,0,0,0,5976.8311
0,0,0,0,0,0,11842.442
0,0,0,0,0,0,8428.0693
0,0,0,0,0,0,2566.4707
0,0,0,0,0,0,15359.1045
0,0,0,0,0,0,5709.1644
0,0,0,0,0,0,8823.98575
0,0,0,0,0,0,7640.3092
0,0,0,0,0,0,5594.8455
0,0,0,0,0,0,7441.501
0,0,0,0,0,0,33471.97189
0,0,0,0,0,0,1633.0444
0,0,0,0,0,0,9174.13565
0,0,0,0,0,0,11070.535
0,0,0,0,0,0,16085.1275
0,0,0,0,0,0,17468.9839
0,0,0,0,0,0,9283.562
0,0,0,0,0,0,3558.62025
0,0,0,0,0,0,25678.77845
0,0,0,0,0,0,4435.0942
0,0,0,0,0,0,39241.442
0,0,0,0,0,0,8547.6913
0,0,0,0,0,0,6571.544
0,0,0,0,0,0,2207.69745
0,0,0,0,0,0,6753.038
0,0,0,0,0,0,1880.07
0,0,0,0,0,0,42969.8527
0,0,0,0,0,0,11658.11505
0,0,0,0,0,0,23306.547
0,0,0,0,0,0,34439.8559
0,0,0,0,0,0,10713.644
0,0,0,0,0,0,3659.346
0,0,0,0,0,0,40182.246
0,0,0,0,0,0,9182.17
0,0,0,0,0,0,34617.84065
0,0,0,0,0,0,12129.61415
0,0,0,0,0,0,3736.4647
0,0,0,0,0,0,6748.5912
0,0,0,0,0,0,11326.71487
0,0,0,0,0,0,11365.952
0,0,0,0,0,0,42983.4585
0,0,0,0,0,0,10085.846
0,0,0,0,0,0,1977.815
0,0,0,0,0,0,3366.6697
0,0,0,0,0,0,7173.35995
0,0,0,0,0,0,9391.346
0,0,0,0,0,0,14410.9321
0,0,0,0,0,0,2709.1119
0,0,0,0,0,0,24915.04626
0,0,0,0,0,0,20149.3229
0,0,0,0,0,0,12949.1554
0,0,0,0,0,0,6666.243
0,0,0,0,0,0,32787.45859
0,0,0,0,0,0,13143.86485
0,0,0,0,0,0,4466.6214
0,0,0,0,0,0,18806.14547
0,0,0,0,0,0,10141.1362
0,0,0,0,0,0,6123.5688
0,0,0,0,0,0,8252.2843
0,0,0,0,0,0,1712.227
0,0,0,0,0,0,12430.95335
0,0,0,0,0,0,9800.8882
0,0,0,0,0,0,10579.711
0,0,0,0,0,0,8280.6227
0,0,0,0,0,0,8527.532
0,0,0,0,0,0,12244.531
0,0,0,0,0,0,24667.419
0,0,0,0,0,0,3410.324
0,0,0,0,0,0,4058.71245
0,0,0,0,0,0,26392.26029
0,0,0,0,0,0,14394.39815
0,0,0,0,0,0,6435.6237
0,0,0,0,0,0,22192.43711
0,0,0,0,0,0,5148.5526
0,0,0,0,0,0,1136.3994
0,0,0,0,0,0,27037.9141
0,0,0,0,0,0,42560.4304
0,0,0,0,0,0,8703.456
0,0,0,0,0,0,40003.33225
0,0,0,0,0,0,45710.20785
0,0,0,0,0,0,6500.2359
0,0,0,0,0,0,4837.5823
0,0,0,0,0,0,3943.5954
0,0,0,0,0,0,4399.731
0,0,0,0,0,0,6185.3208
0,0,0,0,0,0,46200.9851
0,0,0,0,0,0,7222.78625
0,0,0,0,0,0,12485.8009
0,0,0,0,0,0,46130.5265
0,0,0,0,0,0,12363.547
0,0,0,0,0,0,10156.7832
0,0,0,0,0,0,2585.269
0,0,0,0,0,0,1242.26
0,0,0,0,0,0,40103.89
0,0,0,0,0,0,9863.4718
0,0,0,0,0,0,4766.022
0,0,0,0,0,0,11244.3769
0,0,0,0,0,0,7729.64575
0,0,0,0,0,0,5438.7491
0,0,0,0,0,0,26236.57997
0,0,0,0,0,0,34806.4677
0,0,0,0,0,0,2104.1134
0,0,0,0,0,0,8068.185
0,0,0,0,0,0,2362.22905
0,0,0,0,0,0,2352.96845
0,0,0,0,0,0,3577.999
0,0,0,0,0,0,3201.24515
0,0,0,0,0,0,29186.48236
0,0,0,0,0,0,40273.6455
0,0,0,0,0,0,10976.24575
0,0,0,0,0,0,3500.6123
0,0,0,0,0,0,2020.5523
0,0,0,0,0,0,9541.69555
0,0,0,0,0,0,9504.3103
0,0,0,0,0,0,5385.3379
0,0,0,0,0,0,8930.93455
0,0,0,0,0,0,5375.038
0,0,0,0,0,0,44400.4064
0,0,0,0,0,0,10264.4421
0,0,0,0,0,0,6113.23105
0,0,0,0,0,0,5469.0066
0,0,0,0,0,0,1727.54
0,0,0,0,0,0,10107.2206
0,0,0,0,0,0,8310.83915
0,0,0,0,0,0,1984.4533
0,0,0,0,0,0,2457.502
0,0,0,0,0,0,12146.971
0,0,0,0,0,0,9566.9909
0,0,0,0,0,0,13112.6048
0,0,0,0,0,0,10848.1343
0,0,0,0,0,0,12231.6136
0,0,0,0,0,0,9875.6804
0,0,0,0,0,0,11264.541
0,0,0,0,0,0,12979.358
0,0,0,0,0,0,1263.249
0,0,0,0,0,0,10106.13425
0,0,0,0,0,0,40932.4295
0,0,0,0,0,0,6664.68595
0,0,0,0,0,0,16657.71745
0,0,0,0,0,0,2217.6012
0,0,0,0,0,0,6781.3542
0,0,0,0,0,0,19361.9988
0,0,0,0,0,0,10065.413
0,0,0,0,0,0,4234.927
0,0,0,0,0,0,9447.25035
0,0,0,0,0,0,14007.222
0,0,0,0,0,0,9583.8933
0,0,0,0,0,0,40419.0191
0,0,0,0,0,0,3484.331
0,0,0,0,0,0,36189.1017
0,0,0,0,0,0,44585.45587
0,0,0,0,0,0,8604.48365
0,0,0,0,0,0,18246.4955
0,0,0,0,0,0,43254.41795
0,0,0,0,0,0,3757.8448
0,0,0,0,0,0,8827.2099
0,0,0,0,0,0,9910.35985
0,0,0,0,0,0,11737.84884
0,0,0,0,0,0,1627.28245
0,0,0,0,0,0,8556.907
0,0,0,0,0,0,3062.50825
0,0,0,0,0,0,19539.243
0,0,0,0,0,0,1906.35825
0,0,0,0,0,0,14210.53595
0,0,0,0,0,0,11833.7823
0,0,0,0,0,0,17128.42608
0,0,0,0,0,0,5031.26955
0,0,0,0,0,0,7985.815
0,0,0,0,0,0,23065.4207
0,0,0,0,0,0,5428.7277
0,0,0,0,0,0,36307.7983
0,0,0,0,0,0,3925.7582
0,0,0,0,0,0,2416.955
0,0,0,0,0,0,19040.876
0,0,0,0,0,0,3070.8087
0,0,0,0,0,0,9095.06825
0,0,0,0,0,0,11842.62375
0,0,0,0,0,0,8062.764
0,0,0,0,0,0,7050.642
0,0,0,0,0,0,14319.031
0,0,0,0,0,0,6933.24225
0,0,0,0,0,0,27941.28758
0,0,0,0,0,0,11150.78
0,0,0,0,0,0,12797.20962
0,0,0,0,0,0,17748.5062
0,0,0,0,0,0,7261.741
0,0,0,0,0,0,10560.4917
0,0,0,0,0,0,6986.697
0,0,0,0,0,0,7448.40395
0,0,0,0,0,0,5934.3798
0,0,0,0,0,0,9869.8102
0,0,0,0,0,0,18259.216
0,0,0,0,0,0,1146.7966
0,0,0,0,0,0,9386.1613
0,0,0,0,0,0,24520.264
0,0,0,0,0,0,4350.5144
0,0,0,0,0,0,6414.178
0,0,0,0,0,0,12741.16745
0,0,0,0,0,0,1917.3184
